id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price
1735,753,0.1,121,606,1316,3484,11,10,16,Yes,4,octa,low,Single,11.0,20.0,48621,LCD,none,1125.32
1736,1779,0.8,90,1225,1717,1246,12,2,20,Yes,2,single,high,Dual,2.0,3.0,5570,Touch,none,876.77
1737,987,0.5,83,419,736,2757,17,12,15,Yes,4,triple,medium,Single,4.0,8.0,52615,Touch,none,1129.6
1738,511,0.6,136,367,1264,2378,18,3,4,No,4,triple,low,Dual,15.0,18.0,24360,LCD,none,1014.05
1739,1044,0.7,104,1230,1263,1794,18,7,19,No,4,hexa,medium,Single,4.0,5.0,12213,Touch,g,903.46
1740,1855,0.6,187,267,1161,3933,7,0,7,No,3,octa,low,Single,5.0,18.0,32469,LCD,g,1342.81
1741,946,0.1,186,273,891,1637,7,3,6,Yes,3,hexa,medium,Single,9.0,10.0,26516,LCD,b,636.1
1742,657,0.1,110,705,1905,783,6,1,11,Yes,3,octa,medium,Dual,2.0,8.0,21417,Touch,none,657.44
1743,1673,0.5,182,214,679,3094,12,4,20,Yes,2,penta,medium,Single,2.0,6.0,42823,LCD,none,805.59
1744,731,0.5,130,424,1032,1774,12,8,10,Yes,4,octa,low,Dual,,,28664,LCD,none,843.36
1745,926,0.8,161,84,793,256,18,7,2,Yes,4,hepta,low,Single,6.0,14.0,59577,LCD,b,514.37
1746,1261,0.3,86,605,1429,1365,9,3,16,No,4,dual,low,Single,3.0,9.0,52314,LCD,a,750.66
1747,618,0.2,188,1175,1586,2339,19,2,10,No,4,triple,medium,Single,11.0,20.0,45634,Touch,none,705.02
1748,936,0.2,129,657,938,2049,12,8,5,Yes,4,dual,high,Single,5.0,6.0,57572,Touch,none,768.87
1749,1485,0.8,158,371,1023,3241,14,11,11,Yes,4,penta,low,Dual,,1.0,28215,Touch,none,1017.84
1750,1339,0.5,80,833,1441,867,8,3,3,Yes,4,quad,low,Dual,10.0,11.0,21545,Touch,none,900.49
1751,508,0.7,82,102,1195,2175,14,4,14,Yes,2,penta,medium,Single,1.0,9.0,50704,LCD,b,645.21
1752,1938,0.5,121,1299,1935,3497,18,10,18,Yes,2,dual,low,Dual,5.0,9.0,44632,Touch,none,1141.94
1753,995,0.1,104,258,1889,609,11,3,5,No,3,quad,medium,Dual,1.0,3.0,10741,LCD,a,545.52
1754,1086,0.2,111,56,1150,3285,11,5,17,Yes,4,hexa,medium,Dual,,1.0,43251,Touch,none,1502.15
1755,1322,0.1,157,443,708,3684,15,8,6,No,4,single,high,Dual,1.0,3.0,35590,LCD,none,1314.26
1756,1864,0.1,181,1279,1793,3586,19,9,8,No,2,hexa,medium,Dual,2.0,6.0,57133,LCD,n,1342.52
1757,1944,0.5,92,313,712,2322,19,8,7,Yes,4,quad,low,Single,1.0,9.0,26671,LCD,g,1275.16
1758,581,0.2,180,523,565,354,10,4,13,No,4,dual,low,Single,5.0,10.0,56762,Touch,a,591.17
1759,1020,0.7,128,919,1482,3204,18,1,9,Yes,4,quad,low,Dual,3.0,4.0,28065,LCD,g,1179.26
1760,1936,0.1,139,570,1021,1400,17,7,3,No,2,triple,medium,Single,2.0,3.0,44439,LCD,b,674.55
1761,1329,0.6,198,380,682,2308,11,10,9,Yes,4,octa,medium,Single,5.0,6.0,23583,Touch,none,949.27
1762,808,0.5,105,119,529,1082,15,5,10,Yes,3,octa,low,Dual,3.0,15.0,46377,LCD,b,447.06
1763,994,0.9,164,296,839,3104,17,7,11,No,2,dual,medium,Dual,4.0,17.0,40807,LCD,none,926.96
1764,1811,0.2,82,358,614,2847,9,2,4,Yes,4,dual,medium,Single,3.0,8.0,22506,LCD,n,935.53
1765,765,0.3,88,1364,1851,2256,6,1,19,Yes,2,octa,high,Single,3.0,11.0,44747,Touch,g,756.88
1766,993,0.4,106,424,1639,1113,14,1,6,Yes,2,hepta,high,Dual,,13.0,16550,LCD,a,641.14
1767,1136,0.5,150,961,1030,3210,10,3,8,Yes,3,hexa,medium,Single,15.0,19.0,32730,Touch,b,1092.05
1768,719,0.4,113,431,1727,3990,14,9,12,Yes,4,hexa,low,Dual,,9.0,23469,Touch,g,917.77
1769,733,0.3,105,950,1739,984,17,4,9,Yes,3,hepta,low,Dual,,10.0,64068,LCD,a,522.86
1770,1946,0.3,123,647,1849,3117,6,0,2,No,3,octa,high,Dual,8.0,19.0,8360,LCD,none,862.23
1771,1230,0.7,111,1960,1963,1622,18,17,16,Yes,4,hepta,medium,Single,,2.0,48398,Touch,g,1112.15
1772,1577,0.1,105,116,1432,2967,7,3,7,No,4,triple,medium,Dual,,7.0,64510,Touch,b,1170.47
1773,1514,0.6,138,306,538,1037,15,3,15,Yes,4,triple,medium,Single,3.0,4.0,12740,LCD,g,737.24
1774,579,1.0,89,808,1517,2908,12,4,11,Yes,2,octa,high,Single,3.0,10.0,7276,LCD,a,558.24
1775,574,0.9,126,94,1334,1167,5,3,19,Yes,4,dual,high,Single,1.0,3.0,30092,LCD,none,675.58
1776,1072,0.4,114,380,877,2715,15,9,16,Yes,2,octa,medium,Dual,6.0,16.0,19175,Touch,none,692.79
1777,843,0.9,119,593,732,1734,17,8,14,No,2,hepta,medium,Dual,1.0,4.0,16562,LCD,b,644.04
1778,1492,0.9,85,1684,1746,2259,14,12,19,Yes,2,triple,medium,Single,5.0,7.0,11530,Touch,a,861.81
1779,1807,0.2,125,1221,1415,2921,8,5,17,Yes,2,triple,high,Single,,,16399,Touch,none,1208.68
1780,909,0.1,146,410,1643,1244,14,10,16,Yes,2,triple,low,Dual,7.0,9.0,47414,Touch,none,632.93
1781,1876,1.0,98,600,1211,3132,17,0,2,No,4,triple,medium,Dual,9.0,19.0,64600,Touch,g,874.59
1782,1436,0.3,106,189,1411,2488,8,4,8,Yes,4,penta,high,Dual,3.0,4.0,23326,LCD,none,867.49
1783,1251,0.7,133,308,591,1052,11,9,11,No,4,hexa,low,Dual,10.0,16.0,29712,LCD,none,742.13
1784,636,0.9,152,148,742,2927,15,6,3,No,4,dual,low,Single,8.0,15.0,28464,LCD,none,759.46
1785,1354,0.5,136,297,918,2090,5,1,13,Yes,4,quad,low,Dual,3.0,6.0,26533,Touch,none,1069.09
1786,930,0.5,190,1050,1726,2131,7,2,6,Yes,4,quad,low,Dual,3.0,16.0,34484,LCD,a,891.88
1787,1830,0.3,117,1191,1882,3362,13,10,11,Yes,4,single,medium,Single,7.0,11.0,47276,LCD,none,1221.66
1788,1424,0.6,80,1399,1663,1053,14,11,16,No,4,quad,low,Dual,16.0,18.0,23334,Touch,g,1114.17
1789,583,0.9,88,1658,1794,1799,16,9,7,Yes,2,octa,low,Dual,1.0,2.0,51335,Touch,none,670.25
1790,648,0.4,109,1153,1817,3124,5,0,13,Yes,4,penta,low,Dual,9.0,20.0,54696,LCD,none,1199.41
1791,1203,0.9,109,35,510,1672,17,13,19,Yes,4,dual,low,Dual,,12.0,11717,Touch,none,747.83
1792,1777,0.2,100,553,874,1552,10,8,10,No,3,quad,medium,Dual,,7.0,15628,Touch,none,918.97
1793,1299,0.5,83,46,908,1938,19,8,5,Yes,3,hexa,high,Dual,,6.0,64331,LCD,b,627.85
1794,1494,0.4,129,207,1177,3202,13,1,14,No,4,dual,medium,Single,2.0,9.0,47601,LCD,none,1072.42
1795,527,0.9,128,67,1924,1302,13,7,13,No,2,single,low,Dual,4.0,11.0,52969,LCD,none,554.57
1796,793,0.4,179,818,1006,2296,12,0,5,Yes,4,quad,high,Dual,1.0,2.0,64344,Touch,none,846.14
1797,873,0.6,152,1257,1411,575,15,8,7,Yes,3,hepta,low,Dual,6.0,9.0,8404,LCD,b,616.37
1798,722,1.0,93,138,1371,2359,13,6,3,No,2,hexa,medium,Single,12.0,20.0,12647,LCD,none,759.43
1799,1250,0.4,167,11,1020,3314,6,5,6,Yes,4,penta,medium,Single,14.0,18.0,20810,Touch,a,936.3
1800,1358,0.6,147,889,1635,440,14,10,13,No,3,triple,medium,Single,,1.0,60395,LCD,none,670.15
1801,1035,1.0,173,831,1709,2002,17,8,5,Yes,3,hexa,medium,Dual,8.0,10.0,11851,Touch,none,774.25
1802,1289,0.9,161,713,1854,3167,14,8,20,No,4,hexa,low,Dual,3.0,17.0,16425,Touch,none,954.83
1803,1445,0.4,82,527,1393,3480,17,16,17,No,3,dual,medium,Dual,2.0,6.0,37753,Touch,g,1045.49
1804,1702,0.6,107,1284,1643,595,10,0,19,Yes,4,dual,high,Dual,12.0,19.0,47865,LCD,g,986.99
1805,534,0.2,85,911,1220,2466,5,3,18,No,2,penta,low,Dual,4.0,16.0,2616,Touch,n,942.65
1806,628,0.2,87,1047,1534,1337,12,7,14,Yes,2,hexa,medium,Single,5.0,6.0,60452,Touch,none,569.03
1807,713,0.8,98,123,1477,1462,19,18,13,No,3,single,medium,Dual,4.0,17.0,53495,LCD,a,714.39
1808,1207,0.3,112,406,681,503,7,3,5,No,3,octa,low,Single,,,58818,Touch,none,576.14
1809,683,0.1,197,927,1135,2066,9,0,15,Yes,2,hepta,medium,Single,7.0,8.0,30444,LCD,none,620.83
1810,594,0.1,196,407,528,708,17,5,17,Yes,2,penta,high,Single,1.0,2.0,27739,Touch,a,493.38
1811,537,0.3,103,1041,1430,2029,10,5,12,Yes,4,hepta,medium,Single,1.0,2.0,55599,Touch,g,700.48
1812,1565,0.1,121,781,1364,308,19,17,7,Yes,3,penta,low,Single,,1.0,38413,Touch,a,750.1
1813,1052,0.8,195,1191,1839,552,6,1,11,No,2,quad,low,Single,1.0,16.0,6007,LCD,a,691.29
1814,713,0.7,89,103,1760,2082,15,10,12,No,4,dual,medium,Single,4.0,8.0,63407,LCD,none,1006.55
1815,1766,0.6,141,125,1227,3314,9,7,17,Yes,2,penta,low,Dual,1.0,7.0,17001,LCD,b,1147.15
1816,584,0.4,199,919,1343,3996,12,9,17,Yes,4,quad,medium,Dual,1.0,4.0,19608,Touch,a,1467.68
1817,1541,0.5,109,536,1656,1795,7,3,4,Yes,4,quad,medium,Dual,6.0,10.0,5649,Touch,a,1101.18
1818,837,0.2,104,638,1831,594,16,6,20,No,3,penta,high,Dual,1.0,15.0,51735,LCD,b,623.43
1819,935,0.1,155,639,1087,2473,10,4,9,Yes,4,penta,low,Dual,3.0,12.0,58298,LCD,n,827.43
1820,665,0.1,185,496,1804,690,5,2,15,Yes,4,penta,low,Single,,2.0,31344,LCD,none,829.48
1821,680,0.4,157,686,1418,3845,15,1,4,Yes,4,dual,high,Single,13.0,17.0,34429,Touch,b,1091.18
1822,877,0.1,195,1064,1985,2004,11,8,9,No,4,hepta,medium,Dual,,,17521,Touch,a,954.64
1823,1493,0.5,102,240,1414,2083,19,15,20,No,2,penta,medium,Dual,13.0,16.0,53604,Touch,a,809.4
1824,1762,0.1,83,525,704,2661,9,7,4,No,4,hexa,low,Single,3.0,14.0,26074,Touch,none,921.23
1825,842,1.0,124,348,730,1903,8,4,14,Yes,2,triple,medium,Dual,4.0,10.0,57676,Touch,none,754.14
1826,925,0.2,196,1262,1520,2466,8,0,5,Yes,3,single,medium,Single,9.0,14.0,56543,LCD,none,1003.88
1827,1692,0.9,106,1899,1904,3779,9,3,7,No,4,single,medium,Single,4.0,17.0,2414,Touch,a,1259.18
1828,1576,0.7,139,258,789,3904,5,1,7,Yes,3,triple,medium,Single,8.0,17.0,5252,Touch,g,1181.59
1829,1065,0.3,162,1188,1948,265,8,0,12,No,4,hexa,medium,Dual,4.0,8.0,48560,LCD,none,716.89
1830,958,0.4,200,730,751,1417,10,4,19,Yes,4,single,medium,Single,9.0,12.0,60324,LCD,a,841.61
1831,623,0.3,197,484,1238,1769,10,1,16,Yes,4,hepta,low,Single,6.0,12.0,26228,LCD,none,771.1
1832,897,0.4,171,547,1852,2948,12,3,5,No,2,single,medium,Dual,1.0,2.0,18007,LCD,g,716.05
1833,1110,0.1,152,800,1455,2572,16,5,16,No,4,triple,medium,Single,4.0,16.0,41788,LCD,g,988.55
1834,616,0.8,150,347,513,3267,17,9,19,Yes,4,hepta,medium,Single,3.0,4.0,21099,LCD,none,1164.34
1835,1680,0.7,168,679,1231,1459,15,3,2,Yes,4,quad,medium,Dual,6.0,7.0,37552,Touch,none,874.12
1836,1715,0.3,94,1224,1676,1633,15,10,5,No,4,octa,medium,Single,,6.0,12780,Touch,a,1039.62
1837,983,0.1,130,948,1205,2052,5,3,6,No,4,quad,low,Dual,,11.0,45108,LCD,a,771.87
1838,720,0.8,165,366,1234,1086,14,7,3,Yes,4,quad,low,Dual,12.0,14.0,14353,Touch,none,688.73
1839,1660,0.8,169,223,1777,2402,12,10,14,No,4,dual,low,Single,2.0,3.0,24531,Touch,a,1141.15
1840,1564,0.7,108,1619,1962,3376,7,0,7,No,2,dual,medium,Dual,1.0,2.0,42362,Touch,none,954.13
1841,592,0.9,103,332,970,1507,5,0,4,No,2,hepta,low,Dual,1.0,10.0,52455,LCD,b,475.55
1842,969,0.6,158,167,909,641,9,1,8,No,4,triple,medium,Dual,2.0,7.0,44452,LCD,a,676.13
1843,1356,0.8,131,782,951,3451,5,2,17,Yes,3,single,low,Dual,,19.0,35595,Touch,a,477.79
1844,504,0.5,189,881,1129,1607,15,0,10,Yes,3,hepta,medium,Single,8.0,9.0,14685,Touch,a,673.38
1845,1546,0.2,101,91,1317,3521,15,11,9,Yes,4,single,low,Dual,3.0,4.0,6408,LCD,none,1256.76
1846,689,0.8,147,487,722,1241,9,0,16,No,4,dual,high,Dual,3.0,6.0,7712,LCD,none,787.25
1847,1685,0.6,137,120,1429,881,6,3,17,No,2,hepta,low,Single,14.0,15.0,16595,Touch,b,661.65
1848,1792,0.3,170,1626,1913,2563,18,14,15,Yes,4,hepta,medium,Single,3.0,8.0,62301,LCD,g,1239.42
1849,1786,0.1,123,74,865,3033,14,11,17,No,2,triple,medium,Single,11.0,14.0,61801,Touch,none,812.04
1850,1944,0.2,132,634,1079,769,19,13,3,No,4,hepta,low,Dual,9.0,10.0,59430,LCD,a,679.46
1851,1077,0.6,131,334,1079,3454,17,11,2,Yes,4,quad,high,Single,13.0,14.0,49911,LCD,g,868.43
1852,648,0.1,195,931,1811,819,10,3,4,Yes,4,quad,medium,Single,1.0,4.0,60808,LCD,none,842.3
1853,1702,0.6,185,921,1351,435,12,9,3,Yes,2,hexa,low,Dual,8.0,19.0,2210,Touch,b,616.63
1854,1571,0.9,150,805,956,586,10,9,4,No,2,hepta,high,Single,1.0,3.0,30881,Touch,a,659.86
1855,856,0.7,125,1057,1931,650,17,0,10,Yes,4,hexa,medium,Dual,14.0,19.0,19997,LCD,n,832.23
1856,1786,1.0,115,616,912,3038,18,0,14,No,3,quad,high,Single,6.0,15.0,14670,LCD,none,696.88
1857,914,0.9,198,740,840,3736,14,8,5,Yes,4,penta,low,Single,1.0,4.0,60195,LCD,none,1090.12
1858,1615,0.9,117,542,678,2948,8,3,3,Yes,3,single,high,Single,3.0,13.0,10072,Touch,none,1037.96
1859,649,0.8,190,344,1551,739,18,1,2,Yes,4,hepta,medium,Single,4.0,12.0,20070,Touch,none,548.98
1860,1646,0.6,200,211,1608,686,8,6,11,No,4,dual,high,Single,3.0,5.0,25404,Touch,none,774.92
1861,1189,0.5,164,79,615,841,13,10,11,Yes,2,dual,medium,Single,5.0,20.0,7092,Touch,none,533.1
1862,1043,0.2,83,887,893,1183,5,3,8,No,3,octa,high,Single,3.0,17.0,29814,LCD,none,598.75
1863,1920,0.5,131,670,1152,3943,13,0,4,No,4,triple,low,Dual,3.0,8.0,19262,Touch,none,1306.4
1864,1220,0.7,109,383,1249,1037,6,4,15,Yes,3,hepta,high,Single,1.0,20.0,54083,LCD,none,675.2
1865,1748,0.5,114,718,1109,2633,16,0,9,Yes,4,quad,low,Dual,11.0,20.0,53179,LCD,none,1244.71
1866,907,0.2,160,144,896,3911,13,6,8,Yes,2,triple,high,Dual,7.0,12.0,44690,LCD,none,661.8
1867,1193,1.0,158,1442,1904,1958,7,5,2,Yes,3,hepta,high,Single,7.0,13.0,20381,LCD,none,1166.25
1868,1766,0.8,122,291,1318,3297,7,5,16,Yes,4,octa,low,Dual,1.0,4.0,22776,LCD,none,1368.4
1869,1278,0.8,170,1352,1775,3141,6,2,11,Yes,4,triple,medium,Single,7.0,16.0,24194,Touch,b,1335.13
1870,1234,0.9,174,209,725,3351,12,9,19,No,2,hexa,medium,Dual,8.0,15.0,17390,LCD,a,764.84
1871,1961,0.5,100,861,1888,2355,14,7,6,Yes,3,hepta,medium,Single,10.0,20.0,55264,Touch,b,1129.03
1872,1745,0.9,105,426,1629,1308,5,0,2,No,4,triple,high,Single,,,3278,Touch,none,1000.45
1873,1442,0.4,127,266,642,991,14,8,7,No,3,penta,low,Dual,1.0,8.0,27589,LCD,none,621.51
1874,1083,1.0,173,523,542,3248,8,6,6,Yes,4,octa,high,Dual,1.0,2.0,39183,LCD,n,1039.79
1875,868,0.4,137,40,1311,1519,13,0,2,Yes,2,quad,low,Single,5.0,7.0,5295,LCD,b,494.28
1876,864,0.3,88,262,1436,493,18,9,10,No,4,hexa,medium,Dual,,1.0,53946,Touch,none,710.38
1877,1142,0.6,114,623,769,1747,7,0,14,Yes,2,hexa,medium,Single,,,2459,Touch,none,563.79
1878,608,0.9,94,4,1351,2517,16,8,7,Yes,3,quad,low,Dual,,,64652,Touch,b,852.64
1879,983,0.9,187,1001,1176,1389,17,8,8,No,4,single,medium,Single,,4.0,53374,Touch,g,789.34
1880,1720,0.8,188,334,896,2522,10,5,2,No,4,penta,medium,Single,18.0,20.0,2607,LCD,b,843.34
1881,1802,0.5,116,453,963,1885,10,9,7,Yes,3,penta,medium,Dual,8.0,16.0,27760,Touch,none,1021.28
1882,591,0.5,196,952,1726,704,14,5,4,No,4,hepta,medium,Dual,18.0,20.0,16639,Touch,a,759.86
1883,1205,0.1,163,321,1870,953,18,11,20,Yes,2,hexa,high,Single,5.0,10.0,10489,Touch,b,679.31
1884,1369,0.6,108,1451,1469,3206,16,15,4,Yes,2,single,medium,Dual,3.0,18.0,28504,LCD,none,1164.23
1885,713,0.1,94,1048,1123,928,12,10,9,No,2,single,low,Dual,,14.0,42306,LCD,b,627.03
1886,1082,1.0,101,398,724,2177,12,2,17,No,2,quad,high,Dual,11.0,20.0,2859,Touch,none,435.37
1887,1719,0.1,187,417,520,2610,10,1,11,Yes,3,triple,medium,Dual,,1.0,52407,Touch,n,1080.64
1888,1544,0.1,186,470,844,489,9,4,2,No,4,hepta,high,Single,18.0,20.0,12011,LCD,g,756.72
1889,1090,0.6,128,1217,1670,3839,17,3,11,Yes,4,octa,high,Single,1.0,8.0,8205,LCD,a,1153.41
1890,1991,0.1,181,298,1037,1861,8,5,17,No,4,single,high,Single,3.0,13.0,14925,Touch,g,999.73
1891,1367,0.8,176,36,642,299,6,2,10,No,2,dual,high,Single,4.0,6.0,56400,Touch,none,391.95
1892,1179,0.3,182,85,1451,340,16,5,16,Yes,4,dual,low,Single,7.0,12.0,32638,LCD,none,698.56
1893,721,0.2,102,655,1255,3606,10,0,5,Yes,4,penta,high,Dual,1.0,18.0,15329,Touch,g,1215.19
1894,1549,0.7,91,167,990,799,7,3,9,Yes,3,quad,medium,Dual,,4.0,62941,LCD,a,482.88
1895,1349,0.9,134,212,623,2367,11,7,10,Yes,3,hexa,medium,Dual,3.0,12.0,46640,LCD,a,635.07
1896,1799,0.6,123,617,1386,445,10,8,10,No,4,triple,medium,Single,1.0,9.0,30800,Touch,none,761.92
1897,1075,0.2,122,271,1769,3927,8,3,7,No,3,single,low,Dual,2.0,16.0,11737,LCD,none,1159.56
1898,684,1.0,157,159,1738,3756,17,5,12,Yes,4,penta,low,Dual,3.0,9.0,63679,Touch,g,1081.5
1899,1837,0.9,162,786,872,770,14,1,15,No,2,quad,low,Single,9.0,20.0,36217,LCD,b,602.78
1900,1619,0.4,138,46,562,1641,7,2,13,Yes,4,single,medium,Single,2.0,9.0,21616,LCD,none,1069.53
1901,965,0.9,197,645,1275,2343,17,12,15,Yes,3,octa,medium,Single,1.0,2.0,13402,LCD,none,677.71
1902,730,0.7,122,1371,1677,2787,10,8,7,No,3,quad,medium,Single,9.0,15.0,9620,LCD,g,1057.57
1903,1361,1.0,169,881,1382,2495,8,7,16,Yes,2,penta,medium,Single,1.0,2.0,47434,LCD,n,786.24
1904,1494,0.8,158,449,790,3208,11,9,4,No,4,penta,medium,Single,3.0,4.0,45423,LCD,none,1226.19
1905,1027,1.0,146,338,534,1234,7,4,14,Yes,3,hepta,low,Single,7.0,11.0,18463,LCD,g,818.64
1906,1807,0.2,97,1332,1814,1069,7,6,7,No,4,octa,low,Dual,,,38259,LCD,none,1292.25
1907,709,0.1,130,119,1531,3568,16,14,3,No,2,penta,high,Dual,1.0,11.0,11396,LCD,b,673.72
1908,689,0.5,103,256,823,3585,10,1,10,No,3,penta,medium,Single,2.0,11.0,45790,LCD,none,1154.03
1909,955,0.6,155,428,1254,1974,14,1,18,Yes,3,quad,low,Single,2.0,10.0,2879,Touch,none,710.62
1910,1872,0.6,111,1546,1879,2419,15,5,19,Yes,2,triple,medium,Single,5.0,14.0,35823,LCD,none,925.07
1911,1259,0.5,97,1210,1989,340,17,13,4,No,3,dual,medium,Dual,,,14239,LCD,b,710.4
1912,695,0.4,169,789,1211,2282,5,2,17,No,4,octa,medium,Single,1.0,8.0,41274,Touch,none,1000.65
1913,1969,0.2,132,390,756,298,10,1,10,No,3,quad,medium,Dual,9.0,11.0,63164,Touch,none,732.84
1914,759,0.3,162,110,1317,968,6,2,2,No,4,dual,high,Single,3.0,8.0,39302,LCD,none,641.22
1915,936,0.2,153,1330,1686,2391,12,6,3,No,3,triple,medium,Single,1.0,18.0,18114,Touch,a,955.91
1916,1176,0.5,168,674,1455,1534,6,2,17,Yes,4,dual,medium,Single,2.0,10.0,62308,LCD,none,731.38
1917,1802,0.6,101,253,590,696,14,7,3,No,4,hepta,high,Dual,,9.0,10519,Touch,none,813.33
1918,772,0.6,97,317,1805,2782,7,0,17,No,4,hepta,medium,Dual,,11.0,23435,LCD,none,1041.76
1919,1318,0.1,136,183,661,755,18,3,9,Yes,4,dual,high,Single,1.0,7.0,45936,LCD,n,699.74
1920,591,0.9,90,892,1603,3746,5,0,5,Yes,4,hexa,low,Dual,1.0,17.0,16144,Touch,none,1029.57
1921,569,0.3,124,388,605,2651,17,7,4,Yes,2,single,high,Dual,,1.0,41140,LCD,none,669.75
1922,764,0.5,124,52,539,1341,19,1,12,No,4,octa,medium,Dual,9.0,11.0,45477,LCD,none,776.86
1923,1056,0.7,101,914,979,2651,15,5,3,Yes,4,triple,medium,Dual,8.0,11.0,37428,Touch,a,856.29
1924,1982,0.2,80,287,593,1824,13,3,14,Yes,4,penta,medium,Single,2.0,20.0,12225,Touch,a,1026.88
1925,1830,0.8,160,773,1353,1905,16,3,19,Yes,3,hexa,low,Single,5.0,6.0,14913,Touch,a,886.04
1926,1122,0.3,156,675,1163,1456,9,3,20,No,4,hepta,low,Single,,14.0,40491,Touch,none,755.21
1927,1023,0.7,153,367,1985,3155,11,10,7,Yes,4,hepta,low,Single,2.0,8.0,63868,Touch,b,1120.64
1928,1283,1.0,93,510,980,773,17,7,2,Yes,4,triple,high,Dual,8.0,15.0,33448,Touch,none,711.63
1929,1602,0.1,99,1325,1800,1829,18,17,13,No,4,hepta,medium,Dual,,7.0,35398,LCD,none,995.4
1930,732,0.4,163,1661,1836,3883,12,2,5,Yes,4,octa,medium,Single,5.0,7.0,32392,LCD,a,865.98
1931,1854,0.4,195,665,718,1675,14,12,9,No,4,single,low,Dual,,,33254,LCD,b,584.13
1932,718,0.4,93,662,997,1601,10,9,12,Yes,4,triple,medium,Dual,1.0,12.0,30807,Touch,n,765.1
1933,897,0.6,154,0,994,1958,7,5,7,Yes,4,octa,medium,Single,3.0,10.0,2638,Touch,none,887.87
1934,1405,0.3,107,284,1036,2376,19,6,11,No,2,quad,medium,Single,,7.0,8653,Touch,none,866.39
1935,798,0.5,110,661,1951,1647,12,2,3,No,4,dual,low,Dual,6.0,12.0,21748,LCD,none,870.67
1936,1035,0.2,157,757,1912,3548,14,4,5,Yes,2,penta,high,Single,1.0,15.0,40414,Touch,a,752.01
1937,1396,0.7,134,560,1177,2694,18,3,19,Yes,2,quad,low,Single,,15.0,37403,LCD,a,761.89
1938,1749,0.8,178,470,775,2195,5,4,4,Yes,4,single,low,Dual,7.0,8.0,49498,LCD,a,978.13
1939,1588,0.3,148,146,822,2506,5,3,11,Yes,4,penta,high,Single,12.0,20.0,4360,LCD,none,862.69
1940,1600,0.3,94,1315,1710,2073,9,5,4,No,4,quad,low,Single,1.0,16.0,16019,Touch,none,883.42
1941,1522,0.7,162,533,1696,3767,15,9,16,No,2,hexa,medium,Single,4.0,11.0,21879,LCD,g,863.72
1942,1279,0.5,105,560,1633,1150,7,2,7,Yes,4,hexa,high,Single,5.0,6.0,7457,LCD,none,976.87
1943,719,0.7,102,405,1141,841,9,1,2,No,3,hexa,high,Single,7.0,8.0,6661,LCD,none,611.66
1944,544,0.2,129,227,610,1675,13,4,17,Yes,4,penta,low,Dual,2.0,15.0,7590,Touch,none,883.26
1945,1007,0.8,185,479,831,1301,8,6,12,Yes,4,octa,high,Dual,5.0,12.0,21397,Touch,none,771.49
1946,590,0.4,141,227,509,1817,10,0,6,Yes,2,hexa,medium,Dual,,1.0,32841,Touch,none,687.09
1947,1788,0.2,141,149,1022,2321,7,5,20,No,4,hexa,low,Single,,16.0,6603,Touch,none,892.96
1948,748,1.0,110,88,709,1974,17,5,13,No,2,hepta,medium,Single,,14.0,25435,Touch,a,560.23
1949,757,0.5,157,114,819,3433,6,5,10,Yes,3,hepta,low,Dual,4.0,5.0,64430,Touch,none,683.77
1950,1561,0.8,174,662,874,1205,12,7,3,Yes,4,triple,medium,Dual,1.0,10.0,27656,Touch,none,944.25
1951,1327,0.5,89,441,1721,872,7,5,4,No,3,hepta,high,Single,10.0,16.0,23894,Touch,b,693.39
1952,797,0.6,81,888,1466,2052,9,3,14,Yes,3,octa,medium,Dual,4.0,20.0,18628,Touch,n,719.68
1953,727,0.2,193,664,711,3654,9,1,16,Yes,4,single,high,Dual,,9.0,64686,Touch,none,1118.79
1954,686,0.1,194,64,745,1503,10,0,13,Yes,2,quad,high,Dual,,1.0,36157,LCD,none,606.29
1955,1515,0.9,176,747,1247,3104,6,5,20,Yes,4,penta,medium,Dual,4.0,6.0,24794,LCD,none,1090.23
1956,555,0.2,163,956,1010,343,19,14,3,Yes,2,penta,low,Dual,2.0,12.0,17607,Touch,b,421.92
1957,1589,0.8,112,776,1397,3430,7,5,19,No,3,penta,low,Single,,2.0,5186,Touch,a,1059.71
1958,1976,1.0,136,652,1933,2470,11,1,3,Yes,2,quad,high,Dual,6.0,19.0,45597,LCD,none,539.31
1959,1884,0.5,149,1168,1179,1396,15,8,9,No,3,hexa,medium,Dual,3.0,4.0,24290,Touch,g,1019.64
1960,1063,0.2,86,201,582,2668,12,5,19,No,2,hexa,medium,Single,,7.0,27516,LCD,none,707.68
1961,672,0.1,194,724,1127,1457,14,10,20,Yes,3,penta,low,Dual,13.0,20.0,61660,LCD,g,725.89
1962,635,1.0,110,599,1299,2452,19,17,8,Yes,3,hepta,low,Single,9.0,17.0,16545,LCD,none,515.73
1963,1906,0.2,113,3,629,1871,13,5,4,Yes,3,triple,medium,Dual,3.0,4.0,56038,LCD,g,717.08
1964,1753,0.6,191,1652,1983,1112,8,2,15,No,3,quad,low,Single,4.0,11.0,40159,Touch,g,961.55
1965,659,0.1,85,190,657,967,10,1,14,No,4,octa,medium,Dual,2.0,6.0,3439,LCD,a,759.59
